Block,Level,Unit,Building_name,House_number,Street_name,Township,Postcode,Locality_name,State,,
,,,,78,JALAN USJ HEIGHTS 8/1A,USJ HEIGHTS,47500,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ HEIGHTS 8/1A,USJ HEIGHTS,47500,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ HEIGHTS 8/1B,USJ HEIGHTS,47500,SUBANG JAYA,SELANGOR,,
V1,0,8,,,PERSIARAN KEWAJIPAN,USJ,47600,SUBANG JAYA,SELANGOR,,
,7,25,PANGSAPURI SERI NIPAH,,JALAN SM2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,48,0,KAMPUNG LEMBAH SUBANG AIRPORT,47600,SUBANG JAYA,SELANGOR,,
,,,,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,,14,0,SUBANG JAYA - USJ 1 - 4,47600,SUBANG JAYA,SELANGOR,,
,G,17,,,JALAN USJ SENTRAL 3,SUBANG LIGHT INDUSTRIAL PARK,47620,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN PUTRA MAHKOTA 7/9A,PUSAT BANDAR PUTRA POINT,47650,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN SS 19/6B,SS 19 SUBANG JAYA,47500,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 14/1B,USJ 14,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN TIARA,USJ 9,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,,,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,CENTRE OF EXCELLENCE COMPLEX,KM 33.8,WESTBOUND SHAH ALAM EXPRESSWAY,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,WISMA REDLAND,,JALAN USJ 1/1C,REGALIA BUSINESS CENTRE,47500,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN TP 1/7,TAMAN PERINDUSTRIAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN INDUSTRI USJ 1/15,TAMAN PERINDUSTRIAN USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN TP1/1,TAMAN PERINDUSTRIAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN TP 1/2,TAMAN PERINDUSTRIAN USJ RESIDENTIAL AREA,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN TP 1/2,TAMAN PERINDUSTRIAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN TP 1/6,TAMAN PERINDUSTRIAN USJ RESIDENTIAL AREA,47600,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN TP 1/6,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PINGGIRAN USJ 1/11,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,32A,JALAN PINGGIRAN USJ 1/12,TAMAN PERINDUSTRIAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN PINGGIRAN USJ 1/13,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN PINGGIRAN USJ 1/18,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN PINGGIRAN USJ 1/20,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN PINGGIRAN USJ 1/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN PINGGIRAN USJ 1/4,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN PINGGIRAN USJ 1/4,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN PINGGIRAN USJ 1/7,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN PINGGIRAN USJ 1/9,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN PINGGIRAN USJ 2/2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN PINGGIRAN USJ 2/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN PINGGIRAN USJ 2/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN PINGGIRAN USJ 2/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN PINGGIRAN USJ 2/5,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,112,JALAN PINGGIRAN USJ 3/1,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,117,JALAN PINGGIRAN USJ 3/2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,99,JALAN PINGGIRAN USJ 3/2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PINGGIRAN USJ 3/2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,113,JALAN PINGGIRAN USJ 3/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,115,JALAN PINGGIRAN USJ 3/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN PINGGIRAN USJ 3/3,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN PINGGIRAN USJ 3/4,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,112,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,49,JALAN PINGGIRAN USJ 3/5,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN PINGGIRAN USJ 3/7,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN PINGGIRAN USJ 3/8,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI SERI NIPAH,,JALAN SM2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI SERI NIPAH,,JALAN SM2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
SN,6,28,PANGSAPURI SERI NIPAH,,JALAN SM2,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 1/1G,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,22A,JALAN USJ 1/1F,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 1/1G,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 1/1G,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 1/1G,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 1/1H,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 1/1J,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 1/1J,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 1/2,SUBANG JAYA,47500,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 1/2C,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 1/2J,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 1/3A,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,GRANDVILLE,10,JALAN USJ 1/3,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN USJ 1/4E,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 1/4F,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 1/4J,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 1/4N,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
J,,,J8,8,PERSIARAN SUBANG MEWAH,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 1/11,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 1/12,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 1/15,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 1/15,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN USJ 1/16,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 1/17,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,53,JALAN USJ 1/21,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 1/22,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 1/25,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,57,JALAN USJ 1/26,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 1/27,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 1/27,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 1/27,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 1/28,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,88,JALAN USJ 1/2A,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 1/2B,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 1/2E,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 1/2F,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 1/31,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 1/6B,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN USJ 1/9,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 1/9,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 2/2K,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 1/3B,,47600,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN TP 1/2,TAMAN PERINDUSTRIAN USJ RESIDENTIAL AREA,47600,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 1,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,IMPIAN MERIDIAN CONDOMINIUM,,JALAN SUBANG 1,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,WISMA BNG,1 & 3,JALAN USJ 1/19,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,G,,,11,JALAN USJ 1/19,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 1/26,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 1/4K,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,80,JALAN USJ 1/2A,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,LG,19,DAMEN USJ,1,PERSIARAN KEWAJIPAN,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,LG,16,DA MEN MALL,1,PERSIARAN KEWAJIPAN,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,15,,MENARA SUMMIT,,PERSIARAN KEWAJIPAN,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,SEGI COLLEGE SUBANG JAYA,,PERSIARAN KEWAJIPAN USJ 1,TAMAN PERINDUSTRIAN UEP,47600,SUBANG JAYA,SELANGOR,,
K,10,11,MERANTI APARTMENT,,PERSIARAN SUBANG MEWAH,USJ 1,47600,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 2/1,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,147,JALAN USJ 2/1,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 2/1,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 2/2A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,69,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,73,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,57,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,49,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 2/2D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/2E,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 2/2F,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 2/2G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 2/2G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,60,JALAN USJ 2/2G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 2/2G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 2/2G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/2J,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,19,jALAN USJ 2/2L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,42A,JALAN USJ 2/2L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 2/2M,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,143,JALAN USJ 2/3,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 2/3,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 2/4,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 2/4M,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 2/4,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 2/4A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 2/4A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 2/4C,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/4C,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 2/4D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 2/4D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 2/4G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 2/4G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 2/4J,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 2/4L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 2/4L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 2/4L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 2/4L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,77,JALAN USJ 2/4M,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 2/4N,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 2/4N,TAMAN SEAFIELD,47600,SUBANG JAYA,SELANGOR,,
,,,,101,JALAN USJ 2/4P,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 2/4P,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,99,JALAN USJ 2/4P,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/4P,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 2/4P,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,79,JALAN USJ 2/4Q,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,88,JALAN USJ 2/4Q,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 2/4R,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 2/4R,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 2/4R,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/4S,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,95,JALAN USJ 2/5,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,69,JALAN USJ 2/5,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,53,JALAN USJ 2/5A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 2/5A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,71,JALAN USJ 2/5A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,46,JALAN USJ 2/5A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 2/5B,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 2/5C,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 2/5C,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 2/5C,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,66,JALAN USJ 2/5D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 2/5D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN USJ 2/5D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,54,JALAN USJ 2/5D,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 2/5E,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,70,JALAN USJ 2/5E,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 2/5F,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,88,JALAN PJS 10/11A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,49,JALAN USJ 2/5F,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 2/5F,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,82,JALAN USJ 2/5F,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 2/5H,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,54,JALAN USJ 2/5H,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN USJ 2/5H,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 2/5H,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 2/5J,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 2/5J,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 2/5K,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,61,JALAN USJ 2/5K,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 2/5L,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,75,JALAN USJ 2/6,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 2/6A,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 2/6B,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 2/6G USJ 2,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 2/6G,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,103,JALAN USJ 3/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 2/5,USJ 2,47600,SUBANG JAYA,SELANGOR,,
,,,,230,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 3A/10,USJ 3A,47600,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 3/1,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 3/1A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 3/1B,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 3/1C,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 3/1D,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 3/1E,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 3/1F,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 3/1F,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,45,JALAN USJ 3/1F,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 3/1F,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 3/1G,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 3/1G,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,49,JALAN USJ 3/1G,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 3/1G,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 3/1H,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 3/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 3/2A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN USJ 3/2A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 3/2B,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 3/2C,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 3/2C,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 3/2C,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 3/2D,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 3/2G,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,53,JALAN USJ 3/3,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 3/3,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 3/3A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 3/3A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 3/3H,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 3/3L,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 3/3P,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 3/3R,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,142,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN USJ 3/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,36,JALAN USJ 3/4A,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 3/4B,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,73,JALAN USJ 3/4B,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,231,JALAN USJ 3/4B,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 3/4H,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 3/4L,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 3/4M,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 3/4P,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,24,JALAN USJ 3/4P,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,4,JALAN USJ 3/4S,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 3/4W,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 3/4W,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 3/4X,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 3/4X,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 3/4Y,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 3/1F,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 3A/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
